"","variable","activity","subject","mean"
"824","tBodyAccMag-std","LAYING","13",-0.947944746612903
"825","tGravityAccMag-mean","LAYING","13",-0.960517768225806
"826","tGravityAccMag-std","LAYING","13",-0.947944746612903
"827","tBodyAccJerkMag-mean","LAYING","13",-0.985467853870968
"828","tBodyAccJerkMag-std","LAYING","13",-0.980066243387097
"829","tBodyGyroMag-mean","LAYING","13",-0.944303111935484
"830","tBodyGyroMag-std","LAYING","13",-0.944687480967742
"831","tBodyGyroJerkMag-mean","LAYING","13",-0.98544626483871
"832","tBodyGyroJerkMag-std","LAYING","13",-0.975113305645161
"833","fBodyAcc-mean-X","LAYING","13",-0.974716920483871
"834","fBodyAcc-mean-Y","LAYING","13",-0.965843757258064
"835","fBodyAcc-mean-Z","LAYING","13",-0.966295582741935
"836","fBodyAcc-std-X","LAYING","13",-0.966960088387097
"837","fBodyAcc-std-Y","LAYING","13",-0.947462328225806
"838","fBodyAcc-std-Z","LAYING","13",-0.945852135806452
"839","fBodyAccJerk-mean-X","LAYING","13",-0.985199684354839
"840","fBodyAccJerk-mean-Y","LAYING","13",-0.980375137419355
"841","fBodyAccJerk-mean-Z","LAYING","13",-0.980994601935484
"842","fBodyAccJerk-std-X","LAYING","13",-0.98707817516129
"843","fBodyAccJerk-std-Y","LAYING","13",-0.981394261612903
"844","fBodyAccJerk-std-Z","LAYING","13",-0.983670049354839
"845","fBodyGyro-mean-X","LAYING","13",-0.96946349
"846","fBodyGyro-mean-Y","LAYING","13",-0.968689729193548
"847","fBodyGyro-mean-Z","LAYING","13",-0.969126880322581
"848","fBodyGyro-std-X","LAYING","13",-0.973446792419355
"849","fBodyGyro-std-Y","LAYING","13",-0.959944126451613
"850","fBodyGyro-std-Z","LAYING","13",-0.969797214516129
"851","fBodyAccMag-mean","LAYING","13",-0.959535493548387
"852","fBodyAccMag-std","LAYING","13",-0.949431319193548
"853","fBodyBodyAccJerkMag-mean","LAYING","13",-0.980754385967742
"854","fBodyBodyAccJerkMag-std","LAYING","13",-0.978044349516129
"855","fBodyBodyGyroMag-mean","LAYING","13",-0.957681621290323
"856","fBodyBodyGyroMag-std","LAYING","13",-0.946133432096774
"857","fBodyBodyGyroJerkMag-mean","LAYING","13",-0.978150814032258
"858","fBodyBodyGyroJerkMag-std","LAYING","13",-0.972798632258065
"859","tBodyAcc-mean-X","LAYING","14",0.233275439803922
"860","tBodyAcc-mean-Y","LAYING","14",-0.0113424652490196
"861","tBodyAcc-mean-Z","LAYING","14",-0.0868333315509804
"862","tBodyAcc-std-X","LAYING","14",-0.917501887333333
"863","tBodyAcc-std-Y","LAYING","14",-0.909697040980392
"864","tBodyAcc-std-Z","LAYING","14",-0.900331921686275
"865","tGravityAcc-mean-X","LAYING","14",-0.145483631627451
"866","tGravityAcc-mean-Y","LAYING","14",0.48539692745098
"867","tGravityAcc-mean-Z","LAYING","14",0.83656291
"868","tGravityAcc-std-X","LAYING","14",-0.862136937254902
"869","tGravityAcc-std-Y","LAYING","14",-0.94877486372549
"870","tGravityAcc-std-Z","LAYING","14",-0.90130385627451
"871","tBodyAccJerk-mean-X","LAYING","14",0.098140384845098
"872","tBodyAccJerk-mean-Y","LAYING","14",-0.00831507059607843
"873","tBodyAccJerk-mean-Z","LAYING","14",-0.0323601505045098
"874","tBodyAccJerk-std-X","LAYING","14",-0.971473557058824
"875","tBodyAccJerk-std-Y","LAYING","14",-0.96812761745098
"876","tBodyAccJerk-std-Z","LAYING","14",-0.972431855490196
"877","tBodyGyro-mean-X","LAYING","14",0.00505221181607843
"878","tBodyGyro-mean-Y","LAYING","14",-0.153423807745098
"879","tBodyGyro-mean-Z","LAYING","14",0.149124058235294
"880","tBodyGyro-std-X","LAYING","14",-0.957221015098039
"881","tBodyGyro-std-Y","LAYING","14",-0.932499780588235
"882","tBodyGyro-std-Z","LAYING","14",-0.952296965294118
"883","tBodyGyroJerk-mean-X","LAYING","14",-0.105446637019608
"884","tBodyGyroJerk-mean-Y","LAYING","14",-0.0372677398193922
"885","tBodyGyroJerk-mean-Z","LAYING","14",-0.0566171868039216
"886","tBodyGyroJerk-std-X","LAYING","14",-0.970274962745098
"887","tBodyGyroJerk-std-Y","LAYING","14",-0.968042893529412
"888","tBodyGyroJerk-std-Z","LAYING","14",-0.979711372941176
"889","tBodyAccMag-mean","LAYING","14",-0.905978250196078
"890","tBodyAccMag-std","LAYING","14",-0.856593119215686
"891","tGravityAccMag-mean","LAYING","14",-0.905978250196078
"892","tGravityAccMag-std","LAYING","14",-0.856593119215686
"893","tBodyAccJerkMag-mean","LAYING","14",-0.972576392941176
"894","tBodyAccJerkMag-std","LAYING","14",-0.966450909019608
"895","tBodyGyroMag-mean","LAYING","14",-0.904665418431373
"896","tBodyGyroMag-std","LAYING","14",-0.913433185882353
"897","tBodyGyroJerkMag-mean","LAYING","14",-0.975621183137255
"898","tBodyGyroJerkMag-std","LAYING","14",-0.964009921960784
"899","fBodyAcc-mean-X","LAYING","14",-0.933936178235294
"900","fBodyAcc-mean-Y","LAYING","14",-0.930366906078431
"901","fBodyAcc-mean-Z","LAYING","14",-0.927882307058824
"902","fBodyAcc-std-X","LAYING","14",-0.911972655156863
"903","fBodyAcc-std-Y","LAYING","14",-0.905221049156863
"904","fBodyAcc-std-Z","LAYING","14",-0.894055710980392
"905","fBodyAccJerk-mean-X","LAYING","14",-0.972010709215686
"906","fBodyAccJerk-mean-Y","LAYING","14",-0.969342124313725
"907","fBodyAccJerk-mean-Z","LAYING","14",-0.968593195686275
"908","fBodyAccJerk-std-X","LAYING","14",-0.973491388039216
"909","fBodyAccJerk-std-Y","LAYING","14",-0.969113291372549
"910","fBodyAccJerk-std-Z","LAYING","14",-0.97491443
"911","fBodyGyro-mean-X","LAYING","14",-0.949959040588235
"912","fBodyGyro-mean-Y","LAYING","14",-0.938087898235294
"913","fBodyGyro-mean-Z","LAYING","14",-0.949107162941176
"914","fBodyGyro-std-X","LAYING","14",-0.959740488627451
"915","fBodyGyro-std-Y","LAYING","14",-0.929955407058824
"916","fBodyGyro-std-Z","LAYING","14",-0.957790479803922
"917","fBodyAccMag-mean","LAYING","14",-0.899463668843137
"918","fBodyAccMag-std","LAYING","14",-0.859606047058823
"919","fBodyBodyAccJerkMag-mean","LAYING","14",-0.96798859627451
"920","fBodyBodyAccJerkMag-std","LAYING","14",-0.963607433921569
"921","fBodyBodyGyroMag-mean","LAYING","14",-0.930151731176471
"922","fBodyBodyGyroMag-std","LAYING","14",-0.917760104901961
"923","fBodyBodyGyroJerkMag-mean","LAYING","14",-0.966455343137255
"924","fBodyBodyGyroJerkMag-std","LAYING","14",-0.963666018039216
"925","tBodyAcc-mean-X","LAYING","15",0.2894756525
"926","tBodyAcc-mean-Y","LAYING","15",-0.0166296542054167
"927","tBodyAcc-mean-Z","LAYING","15",-0.118530240291667
"928","tBodyAcc-std-X","LAYING","15",-0.972255551527778
"929","tBodyAcc-std-Y","LAYING","15",-0.962759422361111
"930","tBodyAcc-std-Z","LAYING","15",-0.929586835277778
"931","tGravityAcc-mean-X","LAYING","15",-0.1719930545
"932","tGravityAcc-mean-Y","LAYING","15",0.899242553055556
"933","tGravityAcc-mean-Z","LAYING","15",-0.0369192905555556
"934","tGravityAcc-std-X","LAYING","15",-0.961509742916667
"935","tGravityAcc-std-Y","LAYING","15",-0.986036192361111
"936","tGravityAcc-std-Z","LAYING","15",-0.950710357083333
"937","tBodyAccJerk-mean-X","LAYING","15",0.0767515438611111
"938","tBodyAccJerk-mean-Y","LAYING","15",0.0123984271386111
"939","tBodyAccJerk-mean-Z","LAYING","15",-0.00443927981861111
"940","tBodyAccJerk-std-X","LAYING","15",-0.981739386805556
"941","tBodyAccJerk-std-Y","LAYING","15",-0.970921587777778
"942","tBodyAccJerk-std-Z","LAYING","15",-0.978402956527778
"943","tBodyGyro-mean-X","LAYING","15",-0.0168300887791667
"944","tBodyGyro-mean-Y","LAYING","15",-0.0619700871944444
"945","tBodyGyro-mean-Z","LAYING","15",0.113451899791667
"946","tBodyGyro-std-X","LAYING","15",-0.957167680694444
"947","tBodyGyro-std-Y","LAYING","15",-0.961142911805556
"948","tBodyGyro-std-Z","LAYING","15",-0.956537051666667
"949","tBodyGyroJerk-mean-X","LAYING","15",-0.102266714236111
"950","tBodyGyroJerk-mean-Y","LAYING","15",-0.0415878968152778
"951","tBodyGyroJerk-mean-Z","LAYING","15",-0.0624334556236111
"952","tBodyGyroJerk-std-X","LAYING","15",-0.97392395125
"953","tBodyGyroJerk-std-Y","LAYING","15",-0.980482834444444
"954","tBodyGyroJerk-std-Z","LAYING","15",-0.980112732777778
"955","tBodyAccMag-mean","LAYING","15",-0.955340661527778
"956","tBodyAccMag-std","LAYING","15",-0.943314107916667
"957","tGravityAccMag-mean","LAYING","15",-0.955340661527778
"958","tGravityAccMag-std","LAYING","15",-0.943314107916667
"959","tBodyAccJerkMag-mean","LAYING","15",-0.979890228194444
"960","tBodyAccJerkMag-std","LAYING","15",-0.973644462777778
"961","tBodyGyroMag-mean","LAYING","15",-0.944605127222222
"962","tBodyGyroMag-std","LAYING","15",-0.924043007638889
"963","tBodyGyroJerkMag-mean","LAYING","15",-0.983235025416667
"964","tBodyGyroJerkMag-std","LAYING","15",-0.973650041666667
"965","fBodyAcc-mean-X","LAYING","15",-0.974016176527778
"966","fBodyAcc-mean-Y","LAYING","15",-0.962461124305556
"967","fBodyAcc-mean-Z","LAYING","15",-0.95156594625
"968","fBodyAcc-std-X","LAYING","15",-0.971718824583333
"969","fBodyAcc-std-Y","LAYING","15",-0.964590430138889
"970","fBodyAcc-std-Z","LAYING","15",-0.923923991944444
"971","fBodyAccJerk-mean-X","LAYING","15",-0.981329999027778
"972","fBodyAccJerk-mean-Y","LAYING","15",-0.970833221666667
"973","fBodyAccJerk-mean-Z","LAYING","15",-0.97477568375
"974","fBodyAccJerk-std-X","LAYING","15",-0.983949290694444
"975","fBodyAccJerk-std-Y","LAYING","15",-0.973215319722222
"976","fBodyAccJerk-std-Z","LAYING","15",-0.980745097361111
"977","fBodyGyro-mean-X","LAYING","15",-0.955413596111111
"978","fBodyGyro-mean-Y","LAYING","15",-0.964310893611111
"979","fBodyGyro-mean-Z","LAYING","15",-0.958190099861111
"980","fBodyGyro-std-X","LAYING","15",-0.958224495416667
"981","fBodyGyro-std-Y","LAYING","15",-0.959991907083333
"982","fBodyGyro-std-Z","LAYING","15",-0.960015831111111
"983","fBodyAccMag-mean","LAYING","15",-0.956001034027778
"984","fBodyAccMag-std","LAYING","15",-0.94550856
"985","fBodyBodyAccJerkMag-mean","LAYING","15",-0.973681222777778
"986","fBodyBodyAccJerkMag-std","LAYING","15",-0.972530077916667
"987","fBodyBodyGyroMag-mean","LAYING","15",-0.946812642361111
"988","fBodyBodyGyroMag-std","LAYING","15",-0.923682244861111
"989","fBodyBodyGyroJerkMag-mean","LAYING","15",-0.975727853888889
"990","fBodyBodyGyroJerkMag-std","LAYING","15",-0.972645710694444
"991","tBodyAcc-mean-X","LAYING","16",0.274227162571429
"992","tBodyAcc-mean-Y","LAYING","16",-0.0166103510562857
"993","tBodyAcc-mean-Z","LAYING","16",-0.107310493242857
"994","tBodyAcc-std-X","LAYING","16",-0.973691429428571
"995","tBodyAcc-std-Y","LAYING","16",-0.943061150285714
"996","tBodyAcc-std-Z","LAYING","16",-0.965490276285714
"997","tGravityAcc-mean-X","LAYING","16",-0.206783742242857
"998","tGravityAcc-mean-Y","LAYING","16",-0.0199270225714286
"999","tGravityAcc-mean-Z","LAYING","16",0.893884468571429
"1000","tGravityAcc-std-X","LAYING","16",-0.963761977857143
"1001","tGravityAcc-std-Y","LAYING","16",-0.966087103857143
"1002","tGravityAcc-std-Z","LAYING","16",-0.967886002
"1003","tBodyAccJerk-mean-X","LAYING","16",0.0783960268571429
"1004","tBodyAccJerk-mean-Y","LAYING","16",0.0132805054325714
"1005","tBodyAccJerk-mean-Z","LAYING","16",-0.00154105089764286
"1006","tBodyAccJerk-std-X","LAYING","16",-0.988416723857143
"1007","tBodyAccJerk-std-Y","LAYING","16",-0.984867286857143
"1008","tBodyAccJerk-std-Z","LAYING","16",-0.987644127
"1009","tBodyGyro-mean-X","LAYING","16",-0.0161545406857143
"1010","tBodyGyro-mean-Y","LAYING","16",-0.113675060885714
"1011","tBodyGyro-mean-Z","LAYING","16",0.0966210349428571
"1012","tBodyGyro-std-X","LAYING","16",-0.977010769857143
"1013","tBodyGyro-std-Y","LAYING","16",-0.970747514
"1014","tBodyGyro-std-Z","LAYING","16",-0.984781484857143
"1015","tBodyGyroJerk-mean-X","LAYING","16",-0.1022095722
"1016","tBodyGyroJerk-mean-Y","LAYING","16",-0.0347735325871429
"1017","tBodyGyroJerk-mean-Z","LAYING","16",-0.0576790435142857
"1018","tBodyGyroJerk-std-X","LAYING","16",-0.985835459428571
"1019","tBodyGyroJerk-std-Y","LAYING","16",-0.989046576
"1020","tBodyGyroJerk-std-Z","LAYING","16",-0.994465157714286
"1021","tBodyAccMag-mean","LAYING","16",-0.961834634857143
"1022","tBodyAccMag-std","LAYING","16",-0.957895927714286
"1023","tGravityAccMag-mean","LAYING","16",-0.961834634857143
"1024","tGravityAccMag-std","LAYING","16",-0.957895927714286
"1025","tBodyAccJerkMag-mean","LAYING","16",-0.988349656571429
"1026","tBodyAccJerkMag-std","LAYING","16",-0.987891003571429
"1027","tBodyGyroMag-mean","LAYING","16",-0.951777099571429
"1028","tBodyGyroMag-std","LAYING","16",-0.959020036285714
"1029","tBodyGyroJerkMag-mean","LAYING","16",-0.990839526285714
"1030","tBodyGyroJerkMag-std","LAYING","16",-0.988212425428571
"1031","fBodyAcc-mean-X","LAYING","16",-0.980213187428571
"1032","fBodyAcc-mean-Y","LAYING","16",-0.963635575142857
"1033","fBodyAcc-mean-Z","LAYING","16",-0.974580069142857
"1034","fBodyAcc-std-X","LAYING","16",-0.971409075142857
"1035","fBodyAcc-std-Y","LAYING","16",-0.937083636714286
"1036","fBodyAcc-std-Z","LAYING","16",-0.962524372714286
"1037","fBodyAccJerk-mean-X","LAYING","16",-0.988580046285714
"1038","fBodyAccJerk-mean-Y","LAYING","16",-0.984752927142857
"1039","fBodyAccJerk-mean-Z","LAYING","16",-0.985544945285714
"1040","fBodyAccJerk-std-X","LAYING","16",-0.989287359142857
"1041","fBodyAccJerk-std-Y","LAYING","16",-0.986215013
"1042","fBodyAccJerk-std-Z","LAYING","16",-0.988348904571429
"1043","fBodyGyro-mean-X","LAYING","16",-0.975892407428571
"1044","fBodyGyro-mean-Y","LAYING","16",-0.976092920571429
"1045","fBodyGyro-mean-Z","LAYING","16",-0.985957788
"1046","fBodyGyro-std-X","LAYING","16",-0.977509583571429
"1047","fBodyGyro-std-Y","LAYING","16",-0.968135251857143
"1048","fBodyGyro-std-Z","LAYING","16",-0.985730995857143
"1049","fBodyAccMag-mean","LAYING","16",-0.968020521285714
"1050","fBodyAccMag-std","LAYING","16",-0.958111895857143
"1051","fBodyBodyAccJerkMag-mean","LAYING","16",-0.987514525142857
"1052","fBodyBodyAccJerkMag-std","LAYING","16",-0.98724716
"1053","fBodyBodyGyroMag-mean","LAYING","16",-0.970249638857143
"1054","fBodyBodyGyroMag-std","LAYING","16",-0.958975084
"1055","fBodyBodyGyroJerkMag-mean","LAYING","16",-0.988695277714286
"1056","fBodyBodyGyroJerkMag-std","LAYING","16",-0.988058401142857
"1057","tBodyAcc-mean-X","LAYING","17",0.269780085577465
"1058","tBodyAcc-mean-Y","LAYING","17",-0.0168462006729577
"1059","tBodyAcc-mean-Z","LAYING","17",-0.107006279704225
"1060","tBodyAcc-std-X","LAYING","17",-0.972960567323944
"1061","tBodyAcc-std-Y","LAYING","17",-0.944792875211268
"1062","tBodyAcc-std-Z","LAYING","17",-0.953476700140845
"1063","tGravityAcc-mean-X","LAYING","17",-0.19913309
"1064","tGravityAcc-mean-Y","LAYING","17",0.658792072253521
"1065","tGravityAcc-mean-Z","LAYING","17",0.722657502112676
"1066","tGravityAcc-std-X","LAYING","17",-0.961063222394366
"1067","tGravityAcc-std-Y","LAYING","17",-0.961466681267606
"1068","tGravityAcc-std-Z","LAYING","17",-0.957164565211268
"1069","tBodyAccJerk-mean-X","LAYING","17",0.077908974656338
"1070","tBodyAccJerk-mean-Y","LAYING","17",0.00706867100408451
"1071","tBodyAccJerk-mean-Z","LAYING","17",-0.000143542544507042
"1072","tBodyAccJerk-std-X","LAYING","17",-0.981489017183099
"1073","tBodyAccJerk-std-Y","LAYING","17",-0.976960542816901
"1074","tBodyAccJerk-std-Z","LAYING","17",-0.98281300056338
"1075","tBodyGyro-mean-X","LAYING","17",-0.0234756467113239
"1076","tBodyGyro-mean-Y","LAYING","17",-0.0944580192535211
"1077","tBodyGyro-mean-Z","LAYING","17",0.111440490309859
"1078","tBodyGyro-std-X","LAYING","17",-0.975893061830986
"1079","tBodyGyro-std-Y","LAYING","17",-0.971484336197183
"1080","tBodyGyro-std-Z","LAYING","17",-0.976200771267606
"1081","tBodyGyroJerk-mean-X","LAYING","17",-0.102049763957746
"1082","tBodyGyroJerk-mean-Y","LAYING","17",-0.0361961143943662
"1083","tBodyGyroJerk-mean-Z","LAYING","17",-0.0604927046338028
"1084","tBodyGyroJerk-std-X","LAYING","17",-0.980792372112676
"1085","tBodyGyroJerk-std-Y","LAYING","17",-0.983135596619718
"1086","tBodyGyroJerk-std-Z","LAYING","17",-0.988221713380282
"1087","tBodyAccMag-mean","LAYING","17",-0.953021411126761
"1088","tBodyAccMag-std","LAYING","17",-0.948257993521127
"1089","tGravityAccMag-mean","LAYING","17",-0.953021411126761
"1090","tGravityAccMag-std","LAYING","17",-0.948257993521127
"1091","tBodyAccJerkMag-mean","LAYING","17",-0.981607627887324
"1092","tBodyAccJerkMag-std","LAYING","17",-0.980126745352113
"1093","tBodyGyroMag-mean","LAYING","17",-0.960733121690141
"1094","tBodyGyroMag-std","LAYING","17",-0.959325498732394
"1095","tBodyGyroJerkMag-mean","LAYING","17",-0.985542411126761
"1096","tBodyGyroJerkMag-std","LAYING","17",-0.982038121126761
"1097","fBodyAcc-mean-X","LAYING","17",-0.974359280140845
"1098","fBodyAcc-mean-Y","LAYING","17",-0.954648102253521
"1099","fBodyAcc-mean-Z","LAYING","17",-0.965406091549296
"1100","fBodyAcc-std-X","LAYING","17",-0.972438525352113
"1101","fBodyAcc-std-Y","LAYING","17",-0.942791615915493
"1102","fBodyAcc-std-Z","LAYING","17",-0.950116956478873
"1103","fBodyAccJerk-mean-X","LAYING","17",-0.98147206915493
"1104","fBodyAccJerk-mean-Y","LAYING","17",-0.977212387746479
"1105","fBodyAccJerk-mean-Z","LAYING","17",-0.98038005915493
"1106","fBodyAccJerk-std-X","LAYING","17",-0.983213244366197
"1107","fBodyAccJerk-std-Y","LAYING","17",-0.978343915774648
"1108","fBodyAccJerk-std-Z","LAYING","17",-0.983854158873239
"1109","fBodyGyro-mean-X","LAYING","17",-0.971949211126761
"1110","fBodyGyro-mean-Y","LAYING","17",-0.973669098591549
"1111","fBodyGyro-mean-Z","LAYING","17",-0.976164852112676
"1112","fBodyGyro-std-X","LAYING","17",-0.977203498309859
"1113","fBodyGyro-std-Y","LAYING","17",-0.970627806901408
"1114","fBodyGyro-std-Z","LAYING","17",-0.978357126056338
"1115","fBodyAccMag-mean","LAYING","17",-0.961046326338028
"1116","fBodyAccMag-std","LAYING","17",-0.949042531690141
"1117","fBodyBodyAccJerkMag-mean","LAYING","17",-0.979687318732394
"1118","fBodyBodyAccJerkMag-std","LAYING","17",-0.979657231408451
"1119","fBodyBodyGyroMag-mean","LAYING","17",-0.969014444788732
"1120","fBodyBodyGyroMag-std","LAYING","17",-0.96002383915493
"1121","fBodyBodyGyroJerkMag-mean","LAYING","17",-0.982765526478873
"1122","fBodyBodyGyroJerkMag-std","LAYING","17",-0.981983437605634
"1123","tBodyAcc-mean-X","LAYING","18",0.274691576923077
"1124","tBodyAcc-mean-Y","LAYING","18",-0.0173937684615385
"1125","tBodyAcc-mean-Z","LAYING","18",-0.107698927907692
"1126","tBodyAcc-std-X","LAYING","18",-0.984527649230769
"1127","tBodyAcc-std-Y","LAYING","18",-0.986160920923077
"1128","tBodyAcc-std-Z","LAYING","18",-0.987658662307692
"1129","tGravityAcc-mean-X","LAYING","18",-0.220600509076923
"1130","tGravityAcc-mean-Y","LAYING","18",0.719755403692308
"1131","tGravityAcc-mean-Z","LAYING","18",0.605495317692308
"1132","tGravityAcc-std-X","LAYING","18",-0.982715987538462
"1133","tGravityAcc-std-Y","LAYING","18",-0.994093522615385
"1134","tGravityAcc-std-Z","LAYING","18",-0.990957249538462
"1135","tBodyAccJerk-mean-X","LAYING","18",0.0749985010769231
"1136","tBodyAccJerk-mean-Y","LAYING","18",0.0117018961415385
"1137","tBodyAccJerk-mean-Z","LAYING","18",-0.00121344813430769
"1138","tBodyAccJerk-std-X","LAYING","18",-0.985921071076923
"1139","tBodyAccJerk-std-Y","LAYING","18",-0.985554339384615
"1140","tBodyAccJerk-std-Z","LAYING","18",-0.990660246153846
"1141","tBodyGyro-mean-X","LAYING","18",-0.02517618068
"1142","tBodyGyro-mean-Y","LAYING","18",-0.0837587308153846
"1143","tBodyGyro-mean-Z","LAYING","18",0.0937781948153846
"1144","tBodyGyro-std-X","LAYING","18",-0.992872598
"1145","tBodyGyro-std-Y","LAYING","18",-0.984202872923077
"1146","tBodyGyro-std-Z","LAYING","18",-0.985108386307692
"1147","tBodyGyroJerk-mean-X","LAYING","18",-0.0997154236307692
"1148","tBodyGyroJerk-mean-Y","LAYING","18",-0.0393440191846154
"1149","tBodyGyroJerk-mean-Z","LAYING","18",-0.0593135986615385
"1150","tBodyGyroJerk-std-X","LAYING","18",-0.996104441384615
"1151","tBodyGyroJerk-std-Y","LAYING","18",-0.990547638769231
"1152","tBodyGyroJerk-std-Z","LAYING","18",-0.992548101846154
"1153","tBodyAccMag-mean","LAYING","18",-0.986456241538462
"1154","tBodyAccMag-std","LAYING","18",-0.986464542615385
"1155","tGravityAccMag-mean","LAYING","18",-0.986456241538462
"1156","tGravityAccMag-std","LAYING","18",-0.986464542615385
"1157","tBodyAccJerkMag-mean","LAYING","18",-0.98832154
"1158","tBodyAccJerkMag-std","LAYING","18",-0.989526277538462
"1159","tBodyGyroMag-mean","LAYING","18",-0.980740846769231
"1160","tBodyGyroMag-std","LAYING","18",-0.980560877846154
"1161","tBodyGyroJerkMag-mean","LAYING","18",-0.993095122615385
"1162","tBodyGyroJerkMag-std","LAYING","18",-0.992153054
"1163","fBodyAcc-mean-X","LAYING","18",-0.985179972153846
"1164","fBodyAcc-mean-Y","LAYING","18",-0.984909884615385
"1165","fBodyAcc-mean-Z","LAYING","18",-0.988606906307692
"1166","fBodyAcc-std-X","LAYING","18",-0.984321858307692
"1167","fBodyAcc-std-Y","LAYING","18",-0.986746450769231
"1168","fBodyAcc-std-Z","LAYING","18",-0.987224804307692
"1169","fBodyAccJerk-mean-X","LAYING","18",-0.986404709384615
"1170","fBodyAccJerk-mean-Y","LAYING","18",-0.985865325230769
"1171","fBodyAccJerk-mean-Z","LAYING","18",-0.989116865846154
"1172","fBodyAccJerk-std-X","LAYING","18",-0.986641245846154
"1173","fBodyAccJerk-std-Y","LAYING","18",-0.986210701230769
"1174","fBodyAccJerk-std-Z","LAYING","18",-0.990744752923077
"1175","fBodyGyro-mean-X","LAYING","18",-0.992436927692308
"1176","fBodyGyro-mean-Y","LAYING","18",-0.985611171384615
"1177","fBodyGyro-mean-Z","LAYING","18",-0.984999291538462
"1178","fBodyGyro-std-X","LAYING","18",-0.993019371692308
"1179","fBodyGyro-std-Y","LAYING","18",-0.983457774923077
"1180","fBodyGyro-std-Z","LAYING","18",-0.986483048153846
"1181","fBodyAccMag-mean","LAYING","18",-0.986788412
"1182","fBodyAccMag-std","LAYING","18",-0.987648484461539
"1183","fBodyBodyAccJerkMag-mean","LAYING","18",-0.988548418307692
"1184","fBodyBodyAccJerkMag-std","LAYING","18",-0.989710656769231
"1185","fBodyBodyGyroMag-mean","LAYING","18",-0.984329092153846
"1186","fBodyBodyGyroMag-std","LAYING","18",-0.981468841692308
"1187","fBodyBodyGyroJerkMag-mean","LAYING","18",-0.991901007538462
"1188","fBodyBodyGyroJerkMag-std","LAYING","18",-0.992737961692308
"1189","tBodyAcc-mean-X","LAYING","19",0.272653733493976
"1190","tBodyAcc-mean-Y","LAYING","19",-0.0171426864421687
"1191","tBodyAcc-mean-Z","LAYING","19",-0.10898146186747
"1192","tBodyAcc-std-X","LAYING","19",-0.965019579518072
"1193","tBodyAcc-std-Y","LAYING","19",-0.973449968554217
"1194","tBodyAcc-std-Z","LAYING","19",-0.984672837228916
"1195","tGravityAcc-mean-X","LAYING","19",-0.680043155060241
"1196","tGravityAcc-mean-Y","LAYING","19",0.725646622771084
"1197","tGravityAcc-mean-Z","LAYING","19",0.68762385253012
"1198","tGravityAcc-std-X","LAYING","19",-0.958959611084337
"1199","tGravityAcc-std-Y","LAYING","19",-0.986993149638554
"1200","tGravityAcc-std-Z","LAYING","19",-0.988819031566265
"1201","tBodyAccJerk-mean-X","LAYING","19",0.0772317998650602
"1202","tBodyAccJerk-mean-Y","LAYING","19",0.011149573306747
"1203","tBodyAccJerk-mean-Z","LAYING","19",-0.000988690855325301
"1204","tBodyAccJerk-std-X","LAYING","19",-0.983605223493976
"1205","tBodyAccJerk-std-Y","LAYING","19",-0.974524522650602
"1206","tBodyAccJerk-std-Z","LAYING","19",-0.988260181084337
"1207","tBodyGyro-mean-X","LAYING","19",-0.0312072730559566
"1208","tBodyGyro-mean-Y","LAYING","19",-0.0952628014096386
"1209","tBodyGyro-mean-Z","LAYING","19",0.10860511373494
"1210","tBodyGyro-std-X","LAYING","19",-0.981357611445783
"1211","tBodyGyro-std-Y","LAYING","19",-0.963617705662651
"1212","tBodyGyro-std-Z","LAYING","19",-0.973197523855422
"1213","tBodyGyroJerk-mean-X","LAYING","19",-0.0956018266746988
"1214","tBodyGyroJerk-mean-Y","LAYING","19",-0.0371476597051807
"1215","tBodyGyroJerk-mean-Z","LAYING","19",-0.0599161477951807
"1216","tBodyGyroJerk-std-X","LAYING","19",-0.976105663493976
"1217","tBodyGyroJerk-std-Y","LAYING","19",-0.984607728915663
"1218","tBodyGyroJerk-std-Z","LAYING","19",-0.986958363975904
"1219","tBodyAccMag-mean","LAYING","19",-0.96626080686747
"1220","tBodyAccMag-std","LAYING","19",-0.963193489036145
"1221","tGravityAccMag-mean","LAYING","19",-0.96626080686747
"1222","tGravityAccMag-std","LAYING","19",-0.963193489036145
"1223","tBodyAccJerkMag-mean","LAYING","19",-0.98478434
"1224","tBodyAccJerkMag-std","LAYING","19",-0.980668287831325
"1225","tBodyGyroMag-mean","LAYING","19",-0.953263432771084
"1226","tBodyGyroMag-std","LAYING","19",-0.955906646506024
"1227","tBodyGyroJerkMag-mean","LAYING","19",-0.985342497710843
"1228","tBodyGyroJerkMag-std","LAYING","19",-0.980245510843374
"1229","fBodyAcc-mean-X","LAYING","19",-0.97453373
"1230","fBodyAcc-mean-Y","LAYING","19",-0.972798824096386
"1231","fBodyAcc-mean-Z","LAYING","19",-0.985340447349398
"1232","fBodyAcc-std-X","LAYING","19",-0.962085001204819
"1233","fBodyAcc-std-Y","LAYING","19",-0.974832075662651
"1234","fBodyAcc-std-Z","LAYING","19",-0.984740998192771
"1235","fBodyAccJerk-mean-X","LAYING","19",-0.983478561807229
"1236","fBodyAccJerk-mean-Y","LAYING","19",-0.974878270963855
"1237","fBodyAccJerk-mean-Z","LAYING","19",-0.986506488795181
"1238","fBodyAccJerk-std-X","LAYING","19",-0.985278006987952
"1239","fBodyAccJerk-std-Y","LAYING","19",-0.975964111566265
